Start Time,End Time,Sentence,Translation,Emotion
106.64,108.64,کلن وضعیت من تو فوتبال اینجوری بودش که,And I was going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
108.64,110.64,میرفتن بقل زمین,It's going to be in the ground.,neutral
110.64,111.64,با شورو,And they're going to get a huge prize.,joy
111.64,113.64,هایو جان گرم کردم,And I loved my life.,joy
113.64,115.64,بعد میگفتن برو من چب,And I'm going to do it.,neutral
115.64,117.64,بودم دیگه میگفتن برو,And I'm going to talk to you.,neutral
117.64,118.64,چب,And they're going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to,neutral
118.64,119.64,من غازو چی میگفتن,And I'm going to tell me what's going to do.,neutral
119.64,120.64,میرفتن,And we're going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
120.64,121.64,میرسیدم به چب,And I was going to go back to the woods.,fear
121.64,122.64,میرسیدم اونجا,It's going to be there.,neutral
122.64,123.64,نفسم میبرید,And I'm going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
123.64,125.64,میرفتن تحبیش کنید,It's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
125.64,127.64,دیگه نمتوستم ادامه بزن,And I'm going to start going to start.,neutral
127.64,129.64,بلی هلی شکاست نفسه میگفتن,It's going to be laughing.,joy
129.64,130.64,فوتبالش خوبه واقعا,And it's good.,joy
131.64,133.64,مال اون بازی که,It's a game that's a game.,neutral
135.64,137.64,تحبیس آزاد بودیم ما تازه,And we were going to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able.,neutral
137.64,139.64,ما هر وقت که دلش میخواست,And we don't know what he wanted to do.,surprise
139.64,140.64,میرف میامند,We're going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
140.64,143.64,بعد یادم در اینکتر پرس پولیس,"And I'm going to say in the police department, I'm going to say in the police department.",neutral
143.64,145.64,آهی پروین,And they're going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to,neutral
145.64,147.64,من این شنیدم در اینکه,And I heard it in a way that I was talking about it in a way that I was talking about it.,neutral
147.64,150.64,یکی اومد گفت اینا همهشون,"And a friend said, ""They're all going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be",neutral
150.64,152.64,دارن میمیرن,And they're going to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able.,neutral
152.64,153.64,اینا سیگاز میگارن,It's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
153.64,154.64,مثلی میکشن,It's like a dictionary.,neutral
154.64,156.64,شون ندارن بود و ام فلان,And I didn't have a lot of them and I didn't have a lot of them.,neutral
156.64,158.64,اینا ملاحظهی بکنیم و اینا,And that's what we're going to do and that's what we're going to do and that's what we're going to do.,neutral
158.64,159.64,آهی پروین گفت,It's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
159.64,161.64,داگونشون کنیم,And we're going to do them.,neutral
164.64,166.64,پیشت هتا به منظرین,It's going to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able.,neutral
166.64,168.64,نه تا پیش خودش کنیم,And we're going to go back to him.,neutral
168.64,170.64,بزنین با افشه دیگه تیگار نکید جان,And you're going to go with anyone.,neutral
172.64,174.64,بی احتا به منظرین,It's impossible to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able.,surprise
174.64,176.64,از اون در از مختقانه دیگه,And it's a very interesting thing.,joy
176.64,178.64,فوتبال رو دنبال نکرد,And he wasn't going to play football.,disgust
178.64,180.64,توی تمرین ما دو تا تیم میشدیم,It was two to three teams.,neutral
180.64,182.64,خودش تو یه تیم وایم ساد بازی کنه,And he's going to play a game.,neutral
182.64,184.64,مثلا تمرین پرس پولیس,It's not a penalty against the police.,anger
184.64,185.64,اقب میوفتا,It's a very interesting story.,joy
185.64,186.64,تمرین قربو 16 و مشه,It's a 16 and a 16 and a 16 and a 16 and a 16 and a 16 and a 16 and a 16 and a 16 and a 16 and a 16 and a 16 and a 16 and a 16 and a 16.,neutral
186.64,187.64,9 میرفتیم خونه,And we're going to get a coffee.,neutral
187.64,189.64,سو تو نمیشه شود کشی,It's not going to be going to be going to be going to be going to be going to be going to be going to be going to be going.,neutral
189.64,191.64,آخد برومیزن تیگار نمیشه,And it's not going to be a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit.,neutral
191.64,193.64,تو آن تو رو خدا بریم,It's going to be a God.,neutral
193.64,195.64,خب از از اونده شروع شد سام,And it was started by a teenager.,neutral
197.64,198.64,رفاقت ما,And we're talking about us.,neutral
198.64,200.64,پیجمان,We're going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
200.64,202.64,خب در اصر پیجمان,It's a very ancient philosophy.,neutral
202.64,204.64,رفیق سمیمی پیجمان بازیگی بود,It was a hero.,neutral
204.64,206.64,بعد از همون موقعم,And then I'm going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to,neutral
206.64,208.64,خب ماوافل,And I'm going to tell you what's going to be.,neutral
208.64,210.64,اونری رو به ماوافل,It's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be.,neutral
210.64,212.64,فوتبالی ترجیم میده,And we're going to play football.,neutral
212.64,214.64,آخه فوتبالی اون ماوافلی نداره,It's not a football.,neutral
214.64,216.64,شف سرد همه میخوابین,"It's a cold throat, and it's a cold throat.",disgust
216.64,219.64,آره اون موقع هنو دقیلیونو اینا نمیدو بود موافله,It's not going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be.,neutral
221.64,223.64,انگم مو دنبود,It's going to be going to be going to be going to be going.,neutral
226.64,227.64,پس از اونجا شروع شد,And then it started to start.,neutral
227.64,229.64,آخرم نه گفت چشوری دوست دید,And I didn't know what I was talking about.,surprise
229.64,231.64,خلاف هارو گفتو دمش,And they said they're going to say it.,neutral
233.64,236.64,مخواستم میگم خلاف ایچ موقع نداشت ما رفیق شما,And I wanted to tell you why we didn't have a friend.,sadness
238.64,241.64,آره با پشمن خیلی با پشمن بوازقی خیلی رفیق بود,And it was very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very,joy
241.64,244.64,خیلی ما زیاد همدیگر میدیدیم,It's a lot of people.,neutral
244.64,249.64,ولی کلید اصلی رفاقت اون شد میشه گفتش که,And it was the first principle of happiness that was going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
250.64,253.64,از فوتبال هایی که بازی می کردیم,And we played basketball games that we play.,neutral
253.64,255.64,درقالب تیم هنرمندان,It's going to be a team of artists.,neutral
255.64,257.64,موقع پشمن هنوز بازی نشد,It wasn't going to play.,sadness
257.64,258.64,بازی نشد,It's going to be a game.,joy
258.64,260.64,نه نه خیلی سابقی,And it's not really interesting.,disgust
260.64,262.64,قبل تیم هنرمندان بود,It was a team of artists.,neutral
262.64,264.64,با ما می آماد یه تیم داشیم,And we're going to make a team.,neutral
264.64,266.64,می رفتیم این بروم بر بازی می کردیم,And we went to play this game.,neutral
266.64,268.64,خیلی به نفع خیلیه,And it's really very good.,joy
268.64,270.64,و از اونجا کلید رفاقت ما خورد,And then we went back to the end of our love.,neutral
270.64,272.64,و دیگه,And there's a lot of things.,neutral
272.64,274.64,توی سریال پشمن,It's going to be a movie in the movie.,neutral
274.64,276.64,این رفاقت قوت گرفتو,And it was a very good attitude.,joy
276.64,278.64,جون گرفتو,It's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going.,neutral
278.64,280.64,تا اینجا که دیگه تبدیل به دشمنی شد,It's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to happen.,neutral
282.64,284.64,سام آخه جالبه,And it's really good.,joy
284.64,286.64,فضا و دنیا,It's the world and the world.,neutral
286.64,288.64,تو پشمن مال دو تا,And I don't know what you're going to do.,surprise
288.64,290.64,فضایی متفاوت بود,And it was very different.,neutral
290.64,292.64,چی باعث شد؟,And what was going to happen?,surprise
292.64,294.64,جرقهه چی باعث شد,And what was going to happen?,surprise
294.64,296.64,که فکر کنین که میتونیم با هم رفقای خوبی باشین,And you think that we can be good with a good friend.,neutral
296.64,300.85,من جابدمی تجاب,And I'm going to give me a message.,neutral
300.85,302.85,من جابدمی تجاب,And I'm going to give me a message.,neutral
302.85,304.85,خیلی خیلی خیلی,It's really amazing.,surprise
306.85,308.85,واقعیت ماجره اینه که,And the reality is that there's a real problem.,neutral
308.85,310.85,خب ما توی,And we're going to see it.,neutral
312.85,314.85,عالم زندگی,It's a world of life.,neutral
314.85,316.85,بازم دو تا دنیایی متفاوت,And I'm going to have two different places.,neutral
316.85,318.85,دوی زندگی هادي,And they're going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to,neutral
318.85,320.85,حالا رقم اینکه,And now there's a number of numbers.,neutral
320.85,322.85,دو تا سب که متفاوت درین,And two things that are different in the world.,neutral
322.85,324.85,دوی زندگی خوب,It's a good life.,joy
324.85,326.85,دیگه گندترینش هم,It's the most interesting thing.,joy
326.85,328.85,بلترینش اینه که,And it's the only thing that's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be.,neutral
328.85,330.85,خب من ازدواج کردم,And I had a divorce.,sadness
330.85,337.85,بله خیلی کسی که مجرده دامنهی ارتباطاتش گستردیدتره,And there's anyone who's able to reach their connections.,neutral
337.85,338.85,خیلی خیلی خیلی,It's really amazing.,surprise
340.85,343.85,و من نمیچونم تو اونجا ما باشد,And I don't know what we're here.,surprise
349.41,351.41,خود رو شد نه تنام هم رفیق آخری برنامه شد,And I was going to be a winner.,joy
351.41,353.41,من هم بگرد کاربی کار شدن,And I'm going to work with my job.,sadness
353.41,354.41,من هم فکر می کنم,And I think I think I think I think I'm going to think I'm going to think I'm going to think I'm going to think I'm going to think I'm going to think I'm going to think I'm going to think I'm going to think I'm going to think I'm going to think I'm going to think I'm going to think I'm going to think I'm going to think I'm going to think I'm going to think,neutral
354.41,355.41,دیزرم با بامرانی هم گرده,And I'm going to be a sunset.,neutral
355.41,358.41,من هم با این ندامه دیگه توی چشم بود,And I was just talking about this elephant in my eyes.,neutral
358.41,360.41,من فکر می کنم من هم تلامه ها,And I think I think I'm going to have a lot of birds.,neutral
360.41,361.41,اینجا برا می کن,It's going to be here.,neutral
361.41,363.41,چقدر برنامه شکتاش می رفت شد,And what was going to happen.,surprise
363.41,365.41,اومد اصلا فضا رو حبست بیرد,And he was going to leave the room.,neutral
366.41,368.41,بله روزام,It's okay.,neutral
368.41,370.41,فکر می کنم ادامه ندی بیدا,And I think it's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going,neutral
370.41,372.41,نه نه با اومانه یه رفیق,It's not going to be a lawyer.,neutral
372.41,374.41,الان که چند وقت ازدباش کردید,And you're going to get a few times.,neutral
374.41,376.41,من پعن ساله,And I'm going to be a teenager.,neutral
376.41,377.41,پعن سال,It's a few years ago.,neutral
377.41,378.41,به سلامتی انشاء الله,It's going to be very good.,joy
378.41,379.41,خور بناتو مرسل,It's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
379.41,381.41,چار سال رو راسی شو بخور,It's a few years ago.,neutral
381.41,382.41,چار سال,It's a few years ago.,neutral
382.41,385.41,جون یه دوختر دارم,And I'm going to be a very lucky guy.,joy
385.41,387.41,برکه که سه سالش,"It's a few years ago, and it's a few years ago.",neutral
387.41,389.41,عزیزم اسم قشنگی برا برکه,And I'm looking for a good name.,neutral
389.41,391.41,ماشالله,It's a good job.,joy
391.41,393.41,خدا باید میرد برا,It's not going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
393.41,394.41,افرادیم,It's a lot of people.,neutral
394.41,396.41,اسم قشنگی برا,It's a good idea.,joy
396.41,398.41,بامزه اینجا از که من,I'm going to tell me that I'm going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
398.41,400.41,خیلی ساله قبل از ازدباش کنم,And I'm going to be very young after a divorce.,neutral
400.41,401.41,همهش,We're going to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able.,neutral
401.41,403.41,می گفتن من دوختر دار خانم شد,And they said I was a teenager.,neutral
403.41,405.41,و اسمش برکه خواهد بود,And it's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
405.41,407.41,یه دونه دوختر ای که,It's a little bit a little bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit a bit,neutral
407.41,409.41,موای فرفری داره با چشم اصلا,It's not a very sensitive person with eyes.,neutral
409.41,410.41,عزیزم,And I'm very happy.,joy
410.41,411.41,همونم شد,And I wasn't going to do it.,anger
411.41,412.41,امغا خاصتن تا شد,And they're going to be going to be going to be going to be going to be going to be going.,neutral
412.41,413.41,ماشالله,It's a good job.,joy
413.41,414.41,بله اخیلانم,And I don't know.,surprise
414.41,416.41,توی یک ماونیمه گذشته,It's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
416.41,418.41,خدا یه پسر بم داد,It's going to be a teenager.,neutral
418.41,419.41,بسمه برسام,It's a very interesting idea.,joy
419.41,420.41,بله,And I'm going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
420.41,423.72,ماشالله,It's a good job.,joy
423.72,424.72,خدا افزتش کنیم,It's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
424.72,426.72,برسام و برکه,It's a lot of holes and holes.,neutral
426.72,428.72,اسماری که انتقاب کرده,It's going to be a racist.,disgust
428.72,429.72,برکه رو من انتقاب کردم,And I was going to apologize.,sadness
429.72,431.72,از همون حفه سال پیش,It's a few years ago.,neutral
431.72,432.72,ولی اینگاکی رو دیگه,And it's not really going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
432.72,433.72,چون پسر بود,And he was a teenager.,neutral
433.72,435.72,گذشتن به اختیارو مادرش,It's going to be a responsibility for her mother.,neutral
435.72,437.72,که برسام انتقاب کرد,And they tried to protest.,anger
437.72,439.72,همون قسمت بره خود من دیگه,I'm going to see it.,joy
439.72,441.72,برسام,It's going to be a very useful tool.,joy
441.72,442.72,من همون خیلی تلاش کردم,And I didn't want to do it.,anger
442.72,443.72,برسام نظرم,And I think I'm going to think.,neutral
443.72,444.72,ولی نه,It's not a good thing.,disgust
444.72,445.72,شنگه میگو,We're going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
445.72,446.72,مستقیم برسام,It's almost impossible to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able.,surprise
446.72,447.72,آره من,And I'm going to tell me what I'm going to do.,neutral
447.72,449.72,من یه دونه کچه عقب ترم,And I'm going to look at a little bit more than I'm going to look at.,neutral
449.72,450.72,اون بره,It's going to be going to be there.,neutral
453.72,454.72,خب حالات پس تو دیگه,It's a lot of things.,neutral
454.72,455.72,حسابی عیالوار شدی و,And it was destroyed and it was destroyed and destroyed.,anger
455.72,456.72,آره دیگه,It's a little bit a little bit a little bit a little bit a little bit a little bit a little bit a little bit a little bit a little bit a little bit a little bit.,neutral
456.72,457.72,عیالواری,It's a shepherd.,neutral
457.72,458.72,با این رفیق مجرد,It's impossible to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able.,surprise
458.72,459.72,حالتی شرطی كورونا,It's not a threat of coronavirus.,fear
459.72,460.72,دیدیم دیدیم,And we're going to see it.,neutral
460.72,461.72,حیی از دست میدیم,And we're going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
461.72,462.72,گفتیم اضافه کنیم,And we're going to add it.,neutral
462.72,463.72,جمعیت,It's a wealth of wealth.,neutral
463.72,465.72,خیلی دلسوز جامعه,And it's really very very very very very efficient.,neutral
465.72,466.72,این دست نداش خدا یه,And you're going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
470.1,471.1,ادامه بگیر,It's going to start.,neutral
473.1,474.1,ثب آمیر هم دیاره,It's a very strong attitude.,neutral
474.1,475.1,حالی آباده کورونا میکنون,It's going to be a virus.,neutral
475.1,476.1,یاد اون این اریام,It's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
478.1,479.1,این تقبل از که کورونا توانشون,And they don't want to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to,sadness
479.1,480.1,آمیر هم بیارم,And I'm going to do it.,neutral
488.3,489.3,درود بر تو,And thank you for you.,joy
489.3,490.3,پرچمت بلا,It's not a shame.,disgust
493.3,494.3,حالت تو با این همه,And that's what you're talking about.,neutral
495.3,496.3,بالکل من شاملو,And I'm going to be able to do it.,neutral
496.3,497.3,عیالواری و اینها,And they're going to be their heroes and they're going to be their heroes and they're going to be their heroes.,neutral
497.3,498.3,دیگه اصلا فرصت,And it's not a good idea.,disgust
498.3,500.3,مشهرت رفاقت,It's a very good job.,joy
500.3,501.3,با پشمنی,It's going to be a bit a bit a bit a bit a bit a bit a bit a bit.,neutral
501.3,502.3,که مجرده,It's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
503.3,505.3,همینو محا rodz کنم,And I'm going to make a lot of mistakes.,sadness
505.3,507.06,همینو می خواستم ارد کنم دیگه,And I wanted to do it.,neutral
507.06,509.94,قبلم خب ما خیلی بیشتر می کنیستم هم دیگر ببینیم,So I'm going to see more more than we're going to see.,neutral
509.94,512.5,ولی خب دیگه وقتی ای آدم بچه دار می شه,"It's not when you're a kid, but when you're a kid, you're a kid.",neutral
512.5,515.54,شراید سخته مخصوصا وقتی سرکار همه هستی,And it's a lot like when they're going to work.,neutral
515.54,517.54,دیگه بعد از کار فقط میری خونه,It's not just my home.,neutral
517.54,519.7,یکی دو سالت با بچه ها فقط بازی کنید,And you're going to play a couple of years with kids.,neutral
519.7,523.22,و سرکله بزنید و کلی همه از ازد انرژی می گیره,And you're going to get a little bit of energy and you're going to get a lot of energy.,neutral
523.22,525.94,برشم به خوابی که دواره فردا صبح بتونی بری سرکار,And I'm going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
526.02,528.98,سام بامان یه رفیق خوب بهش توسیع می کنی ازدبادش کنه؟,It's a good friend to be a good friend?,neutral
530.5,532.5,اگه کسی هازش شو باشه ازدبادش کنه؟,It's going to be a teenager?,neutral
539.3,541.7,آخر رفیق باد خوب رفیقه شو بکنید,It's a good friend.,joy
542.58,544.58,باد نشناستش دخداره,It's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
544.58,545.54,باد خیلی سری,And it's really a little bit interesting.,surprise
545.54,546.98,رفاحت یه طرف هم داریم,And we're going to be a part of a group.,neutral
546.98,548.5,همه من می گفتم دو نفر باید با هم,"And I said, I said two people should be together.",neutral
548.5,550.18,ولی این یه نمونه یه طرف هش,And that's a very interesting example.,surprise
551.78,552.98,نه ولی,And it's not a mistake.,neutral
552.98,553.7,اه,It's going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
553.7,555.22,هرکس که با پجمان,It's what we're talking about.,neutral
555.46,557.46,ازدبادش کنه قطعاً خوشبخ میشه,And it's very happy.,joy
558.26,559.46,بسیار بسیار,It's very nice.,joy
559.46,561.06,بسره مهربونیه,It's a very good job.,joy
561.06,562.26,و مسئولیت پذیر,It's a responsibility.,neutral
562.26,563.14,بگو بگو نتفکر,And I'm going to think about thinking.,neutral
563.14,564.66,بله من همکارش بودم الواقع,And I wasn't going to do it.,anger
564.66,566.9,به اموانه همکار اینارو می دونم,And I don't know that.,surprise
566.9,568.1,به اموانه همسر,And she's a wife.,neutral
570.1,572.1,نه من به اموانه همسر می دونم,And I don't know what I'm going to do.,surprise
575.46,577.46,پرنامه همسر مگه نیست؟,So what's the story?,neutral
578.58,580.58,اشتراقا خوب ماده اصدیال,It's a very good molecule.,joy
580.58,582.58,هست بهش توسیع می کنی یا نمی کنی بلخاره؟,It's going to grow or grow?,neutral
582.58,583.78,قطعاً بهش توسیع می کنی,And you're going to expand it.,neutral
583.86,585.86,محسن تو این سنو سال,And I'm going to celebrate this year.,joy
585.86,586.42,بله دیگه,And that's not a good thing.,disgust
586.42,587.46,الان وقت لشه دیگه,And it's not going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going.,neutral
587.46,589.06,یکی که خودت برای بد خوش می گذاره خدا رو شو,It's a one who's going to love you.,joy
589.06,589.94,یکی اینکه,It's one of these things.,neutral
589.94,591.94,ببین دیگه هر چیزی یه زمانی داره دیگه,And you know that every thing doesn't have a time.,neutral
591.94,593.94,به نظر من دیگه الان وقت لشه,And I think it's going to be going to be going to be going to be going to be going to be going to be going to be going to be going.,neutral
593.94,595.22,تو سنی ایکه,It's a teenager.,neutral
595.22,596.26,باید ازدبادش کنه,It's going to be a marriage.,neutral
596.26,597.46,سری بچه دار بشه,It's a little girl.,neutral
597.46,599.06,دیگه رفاقت خونوادگی,It's a very emotional attitude.,neutral
599.06,601.06,دیگه اونجوری معاشرتمون هم بیشتر می شه,It's more anxiety.,fear
601.06,603.06,دیگه همه مهمونی ها من هم مزور دارم,It's all the important things I'm going to do.,neutral
603.06,605.06,اینجایی دارن من نصید,It's a place that I'm going to do.,neutral
605.06,607.06,منم سرم پاینه اینها دارن,And I'm going to look at these things.,neutral
607.06,609.06,ناماد من صومان,And I'm a lawyer.,neutral
609.06,611.06,الان اگه اجازه بدی این ما این پسرم,"So if you don't have to do this, we're going to do this.",neutral
611.06,613.06,اون,And you're going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
613.06,615.06,به دوبادی قابل,It's going to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able.,neutral
617.06,619.06,اشاله هرچی قسمت باشه,It's going to be a part of it.,neutral
619.06,621.06,اش کسان نظر منو نمیخواد,And they don't know what they're talking about.,surprise
621.06,623.06,اشون می گه اشون می گه,And he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says he says.,neutral
623.06,625.06,منم سرم پاینه,And I'm going to look at my body.,disgust
625.06,627.06,بخورتن,And you're going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
627.06,629.06,بله دیگه,And that's not a good thing.,disgust
629.06,631.06,این رای رفتنی و باید رفت,And it's going to be a vote and it's going to be a vote.,neutral
631.06,633.06,بله,And I'm going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be going to be,neutral
633.06,635.06,تو خود با خانومت,And you're talking with my mother.,anger
635.06,637.06,رفاقتی رابطتون,It's a very romantic relationship.,neutral
