Start Time,End Time,Sentence,Translation,Emotion_fine,Emotion_core,Intensity
1900-01-01 00:19:17.103991,1900-01-01 00:19:18.503991,جنس چیه این,What is this thing's gender?,curiosity,neutral,neutral
1900-01-01 00:19:18.503991,1900-01-01 00:19:20.662991,ما اصلا واسه این وسائل هم شکایت نمی کنیم,We don't even complain about these things at all,resignation,sadness,mild
1900-01-01 00:19:20.662991,1900-01-01 00:19:21.702991,شما بقید برید,You go ahead,resignation,neutral,neutral
1900-01-01 00:19:21.702991,1900-01-01 00:19:23.542991,الان خیلی نمی نرگی زنگ می زنه,Now she doesn't call very much anymore,disappointment,sadness,mild
1900-01-01 00:19:23.542991,1900-01-01 00:19:25.182991,من گفت ما چی کام می کنیم,"He said, what are we doing?",confusion,surprise,mild
1900-01-01 00:19:27.022991,1900-01-01 00:19:28.182991,مورتازا,Murtaza,neutrality,neutral,neutral
1900-01-01 00:19:28.182991,1900-01-01 00:19:29.423991,موربان ببینم برمونی,"I want to see you, Bermouni.",longing,sadness,moderate
1900-01-01 00:19:29.423991,1900-01-01 00:19:30.022991,بریم,Let's go,readiness,happiness,mild
1900-01-01 00:19:30.022991,1900-01-01 00:19:31.662991,خب ببینم برمونی,"Well, let me see if you are going to leave.",curiosity,neutral,mild
1900-01-01 00:19:32.783991,1900-01-01 00:19:34.463991,بوتری اومدیم بره ببینم,"We came to the bottle, let's see it go",curiosity,surprise,mild
1900-01-01 00:19:34.463991,1900-01-01 00:19:35.263991,بره برس برن,"Go, go, go.",urgency,anger,moderate
1900-01-01 00:19:35.263991,1900-01-01 00:19:36.263991,خوابشون همون نداره,They don't even have sleep.,exhaustion,sadness,moderate
1900-01-01 00:19:44.662991,1900-01-01 00:19:46.662991,همین الان یه هنده بیشید دو پیابون فرقی,"Right now, a Hindu is sitting in the street, what's the difference?",confusion,neutral,mild
1900-01-01 00:19:46.662991,1900-01-01 00:19:47.263991,تنهاست؟,Is he/she alone?,curiosity,neutral,mild
1900-01-01 00:19:47.263991,1900-01-01 00:19:48.263991,بله تنهاست,"Yes, he is alone",loneliness,sadness,moderate
1900-01-01 00:19:48.263991,1900-01-01 00:19:49.263991,مدینه شما را؟,"Medina, you?",curiosity,neutral,mild
1900-01-01 00:19:49.263991,1900-01-01 00:19:50.662991,یا فاطمه هستم,I am Fatemeh,neutrality,neutral,neutral
1900-01-01 00:19:53.662991,1900-01-01 00:19:54.662991,شلکه من,My network,confusion,neutral,neutral
1900-01-01 00:19:54.662991,1900-01-01 00:19:55.662991,داره میاد سمت ما؟,Is it coming towards us?,apprehension,fear,moderate
1900-01-01 00:19:55.662991,1900-01-01 00:19:56.662991,بله بنابراین,"Yes, therefore",acceptance,neutral,neutral
1900-01-01 00:19:56.662991,1900-01-01 00:19:58.662991,بله بنابراین,"Yes, therefore",acceptance,neutral,neutral
1900-01-01 00:19:58.662991,1900-01-01 00:19:59.662991,دست فالیه؟,Is it a palm reading?,curiosity,neutral,mild
1900-01-01 00:19:59.662991,1900-01-01 00:20:00.662991,هم نون دست شده,The bread is handmade too.,pride,happiness,mild
1900-01-01 00:20:00.662991,1900-01-01 00:20:02.662991,آقا رزا دیگه,"Mr. Reza, enough already",impatience,anger,mild
1900-01-01 00:20:02.662991,1900-01-01 00:20:03.662991,آقا,Sir,neutrality,neutral,neutral
1900-01-01 00:20:03.662991,1900-01-01 00:20:05.662991,به خدا رزا کاری نمی کنه منو,"By God, Reza doesn't do anything to me.",defensiveness,fear,moderate
1900-01-01 00:20:05.662991,1900-01-01 00:20:06.662991,این رو ببر کن,Cut this out,command,neutral,neutral
1900-01-01 00:20:06.662991,1900-01-01 00:20:07.662991,ببر کن کجا ببر,"Take me, where should I take you?",confusion,surprise,mild
1900-01-01 00:20:07.662991,1900-01-01 00:20:08.662991,ببر کن تا قدوم,Cut until the end,determination,neutral,neutral
1900-01-01 00:20:08.662991,1900-01-01 00:20:09.662991,بیره خود سرخی,Your face is red,embarrassment,sadness,mild
1900-01-01 00:20:09.662991,1900-01-01 00:20:10.662991,بیره خود سرخی,Your face is red,embarrassment,sadness,mild
1900-01-01 00:20:10.662991,1900-01-01 00:20:17.662991,رزا,Reza,neutrality,neutral,neutral
1900-01-01 00:20:40.662991,1900-01-01 00:20:42.662991,رزا,Reza,neutrality,neutral,neutral
1900-01-01 00:21:10.662991,1900-01-01 00:21:12.662991,رزا,Reza,neutrality,neutral,neutral
1900-01-01 00:21:40.662991,1900-01-01 00:21:42.662991,رزا,Reza,neutrality,neutral,neutral
1900-01-01 00:22:10.662991,1900-01-01 00:22:12.662991,رزا,Reza,neutrality,neutral,neutral
1900-01-01 00:22:40.662991,1900-01-01 00:22:42.662991,رزا,Reza,neutrality,neutral,neutral
1900-01-01 00:23:10.663991,1900-01-01 00:23:12.663991,رزا,Reza,neutrality,neutral,neutral
1900-01-01 00:23:40.663991,1900-01-01 00:23:42.663991,رزا,Reza,neutrality,neutral,neutral
1900-01-01 00:23:42.663991,1900-01-01 00:23:44.663991,رزا,Reza,neutrality,neutral,neutral
1900-01-01 00:24:10.663991,1900-01-01 00:24:12.663991,رزا,Reza,neutrality,neutral,neutral
1900-01-01 00:24:12.663991,1900-01-01 00:24:14.663991,رزا,Reza,neutrality,neutral,neutral
1900-01-01 00:24:14.663991,1900-01-01 00:24:16.663991,رزا,Reza,neutrality,neutral,neutral
1900-01-01 00:24:16.663991,1900-01-01 00:24:18.663991,رزا,Reza,neutrality,neutral,neutral
1900-01-01 00:24:18.663991,1900-01-01 00:24:20.663991,رزا,Reza,neutrality,neutral,neutral
1900-01-01 00:24:20.663991,1900-01-01 00:24:22.663991,رزا,Reza,neutrality,neutral,neutral
1900-01-01 00:24:22.663991,1900-01-01 00:24:24.663991,رزا,Reza,neutrality,neutral,neutral
1900-01-01 00:24:24.663991,1900-01-01 00:24:26.663991,رزا,Reza,neutrality,neutral,neutral
1900-01-01 00:24:26.663991,1900-01-01 00:24:28.663991,روی,Rui,neutrality,neutral,neutral
1900-01-01 00:24:28.663991,1900-01-01 00:24:30.663991,کارده,Karde,neutrality,neutral,neutral
1900-01-01 00:24:30.663991,1900-01-01 00:24:32.663991,داره,It's happening,anticipation,surprise,mild
1900-01-01 00:24:32.663991,1900-01-01 00:24:34.663991,به,To,neutrality,neutral,neutral
1900-01-01 00:24:34.663991,1900-01-01 00:24:36.663991,دستبر,Handbrake,neutrality,neutral,neutral
1900-01-01 00:24:36.663991,1900-01-01 00:24:38.663991,خدی,Take it,command,neutral,neutral
1900-01-01 00:24:38.663991,1900-01-01 00:24:40.663991,concerning,concerning,worry,fear,mild
1900-01-01 00:24:40.663991,1900-01-01 00:24:42.663991,concerning,concerning,worry,fear,mild
1900-01-01 00:24:42.663991,1900-01-01 00:24:44.663991,concerning,concerning,worry,fear,mild
1900-01-01 00:24:44.663991,1900-01-01 00:24:46.663991,concerning,concerning,worry,fear,mild
1900-01-01 00:24:46.663991,1900-01-01 00:24:48.663991,minal,minal,neutrality,neutral,neutral
1900-01-01 00:24:48.663991,1900-01-01 00:24:50.663991,minal,minal,neutrality,neutral,neutral
1900-01-01 00:24:50.663991,1900-01-01 00:24:52.663991,male,male,neutrality,neutral,neutral
1900-01-01 00:24:52.663991,1900-01-01 00:24:54.663991,flesh,flesh,neutrality,neutral,neutral
1900-01-01 00:24:54.663991,1900-01-01 00:24:56.663991,lay,lay,neutrality,neutral,neutral
1900-01-01 00:24:56.663991,1900-01-01 00:24:58.663991,image,image,neutrality,neutral,neutral
1900-01-01 00:24:58.663991,1900-01-01 00:25:00.663991,image,image,neutrality,neutral,neutral
1900-01-01 00:25:00.663991,1900-01-01 00:25:02.663991,cage,cage,confinement,neutral,neutral
1900-01-01 00:25:02.663991,1900-01-01 00:25:04.663991,cage,cage,confinement,neutral,neutral
1900-01-01 00:25:04.663991,1900-01-01 00:25:06.663991,жизнь,life,neutrality,neutral,neutral
1900-01-01 00:25:06.663991,1900-01-01 00:25:08.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:08.663991,1900-01-01 00:25:10.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:10.663991,1900-01-01 00:25:12.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:12.663991,1900-01-01 00:25:14.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:14.663991,1900-01-01 00:25:16.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:16.663991,1900-01-01 00:25:18.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:18.663991,1900-01-01 00:25:20.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:20.663991,1900-01-01 00:25:22.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:22.663991,1900-01-01 00:25:24.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:24.663991,1900-01-01 00:25:26.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:26.663991,1900-01-01 00:25:28.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:28.663991,1900-01-01 00:25:30.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:30.663991,1900-01-01 00:25:32.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:32.663991,1900-01-01 00:25:34.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:34.663991,1900-01-01 00:25:36.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:36.663991,1900-01-01 00:25:38.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:38.663991,1900-01-01 00:25:40.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:40.663991,1900-01-01 00:25:42.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:42.663991,1900-01-01 00:25:44.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:44.663991,1900-01-01 00:25:46.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:46.663991,1900-01-01 00:25:48.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:48.663991,1900-01-01 00:25:50.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:52.663991,1900-01-01 00:25:54.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:54.663991,1900-01-01 00:25:56.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:56.663991,1900-01-01 00:25:58.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:25:58.663991,1900-01-01 00:26:00.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:00.663991,1900-01-01 00:26:02.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:02.663991,1900-01-01 00:26:04.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:06.663991,1900-01-01 00:26:08.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:08.663991,1900-01-01 00:26:10.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:10.663991,1900-01-01 00:26:12.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:12.663991,1900-01-01 00:26:14.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:14.663991,1900-01-01 00:26:16.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:16.663991,1900-01-01 00:26:18.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:18.663991,1900-01-01 00:26:20.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:20.663991,1900-01-01 00:26:22.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:22.663991,1900-01-01 00:26:24.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:24.663991,1900-01-01 00:26:26.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:26.663991,1900-01-01 00:26:28.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:28.663991,1900-01-01 00:26:30.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:30.663991,1900-01-01 00:26:32.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:32.663991,1900-01-01 00:26:34.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:34.663991,1900-01-01 00:26:36.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:36.663991,1900-01-01 00:26:38.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:38.663991,1900-01-01 00:26:40.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:40.663991,1900-01-01 00:26:42.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:42.663991,1900-01-01 00:26:44.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:44.663991,1900-01-01 00:26:46.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:48.663991,1900-01-01 00:26:50.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:50.663991,1900-01-01 00:26:52.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:52.663991,1900-01-01 00:26:54.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:54.663991,1900-01-01 00:26:56.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:56.663991,1900-01-01 00:26:58.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:26:58.663991,1900-01-01 00:27:00.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:02.663991,1900-01-01 00:27:04.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:04.663991,1900-01-01 00:27:06.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:06.663991,1900-01-01 00:27:08.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:08.663991,1900-01-01 00:27:10.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:10.663991,1900-01-01 00:27:12.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:12.663991,1900-01-01 00:27:14.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:14.663991,1900-01-01 00:27:16.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:16.663991,1900-01-01 00:27:18.663991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:18.663991,1900-01-01 00:27:20.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:20.662991,1900-01-01 00:27:22.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:22.662991,1900-01-01 00:27:24.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:24.662991,1900-01-01 00:27:26.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:26.662991,1900-01-01 00:27:28.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:30.662991,1900-01-01 00:27:32.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:32.662991,1900-01-01 00:27:34.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:34.662991,1900-01-01 00:27:36.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:36.662991,1900-01-01 00:27:38.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:38.662991,1900-01-01 00:27:40.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:40.662991,1900-01-01 00:27:42.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:42.662991,1900-01-01 00:27:44.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:44.662991,1900-01-01 00:27:46.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:46.662991,1900-01-01 00:27:48.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:48.662991,1900-01-01 00:27:50.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:50.662991,1900-01-01 00:27:52.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:52.662991,1900-01-01 00:27:54.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:54.662991,1900-01-01 00:27:56.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:27:58.662991,1900-01-01 00:28:00.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:28:00.662991,1900-01-01 00:28:02.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:28:02.662991,1900-01-01 00:28:04.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:28:04.662991,1900-01-01 00:28:06.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:28:06.662991,1900-01-01 00:28:08.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:28:08.662991,1900-01-01 00:28:10.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:28:10.662991,1900-01-01 00:28:12.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:28:12.662991,1900-01-01 00:28:14.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:28:14.662991,1900-01-01 00:28:16.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:28:16.662991,1900-01-01 00:28:18.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:28:18.662991,1900-01-01 00:28:20.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:28:20.662991,1900-01-01 00:28:22.662991,.,.,neutrality,neutral,neutral
1900-01-01 00:28:10.115986,1900-01-01 00:28:20.115986,Côte d'Ivoire,Ivory Coast,neutrality,neutral,neutral
1900-01-01 00:28:40.115986,1900-01-01 00:28:46.115986,درسته را ..,The right way ..,uncertainty,neutral,neutral
1900-01-01 00:29:10.115986,1900-01-01 00:29:10.635986,بهتر؟,Better?,hope,happiness,mild
1900-01-01 00:29:10.955986,1900-01-01 00:29:12.335986,خیلی شاخه بد بیدونم که کف نشون ده,I know it's a very bad branch that shows off.,disapproval,disgust,moderate
1900-01-01 00:29:12.914986,1900-01-01 00:29:14.134986,این چطور؟,How about this?,curiosity,neutral,mild
1900-01-01 00:29:14.494986,1900-01-01 00:29:15.475986,آره اون خوبه,"Yeah, that's good",approval,happiness,mild
1900-01-01 00:29:15.655986,1900-01-01 00:29:17.454986,اخو ما وقت ''پرباز'' منو میگذاره با,"My brother, when will 'Parbaz' let me go?",impatience,anger,mild
1900-01-01 00:29:19.754986,1900-01-01 00:29:22.615986,این برداشت من اقلا کچاه بونده تو ميده یه که مالون яکش ممالون نشونه,"This is my impression, at least the well has remained in your stomach, which is a sign that one of them is not clear.",confusion,neutral,mild
1900-01-01 00:29:23.015986,1900-01-01 00:29:25.634986,انا اصلا نیفن truth,I don't even understand truth at all,confusion,neutral,moderate
1900-01-01 00:29:25.814986,1900-01-01 00:29:26.835986,これは پاپو,This is Papu,neutrality,neutral,neutral
1900-01-01 00:29:26.835986,1900-01-01 00:29:27.775986,اتامی چیزو های داری؟,"Do you have any things, Atami?",curiosity,neutral,mild
1900-01-01 00:29:27.975986,1900-01-01 00:29:28.915986,چیانpic؟,What is pic?,curiosity,neutral,mild
1900-01-01 00:29:29.214986,1900-01-01 00:29:30.915986,استم شروع از ریلپا تا برای چگفتان neighboring,I am starting from Relpa to surprise you neighboring,anticipation,surprise,mild
1900-01-01 00:29:31.295986,1900-01-01 00:29:32.015986,اصلا سرفتون کردن,They didn't even care about you at all,neglect,sadness,moderate
1900-01-01 00:29:32.375986,1900-01-01 00:29:33.195986,قارندhn,قارندhn,confusion,neutral,neutral
1900-01-01 00:29:33.975986,1900-01-01 00:29:34.795986,اخو م Feynman 12 Main,Brother M Feynman 12 Main,confusion,neutral,neutral
1900-01-01 00:29:34.795986,1900-01-01 00:29:36.795986,اینجا رفته پایین تو رودت,Here it has gone down into your river,confusion,surprise,mild
1900-01-01 00:29:36.795986,1900-01-01 00:29:38.795986,تو جون عزیزت به خیال شد,Your dear life became a thought,longing,sadness,moderate
1900-01-01 00:29:38.795986,1900-01-01 00:29:40.795986,ببینم اگه اینجاست من اینجوری بدمش بالا بالا بیارش,"Let me see if it's here, I'll give it up like this, bring it up high.",curiosity,neutral,mild
1900-01-01 00:29:40.795986,1900-01-01 00:29:42.795986,اینجوری بدمش پایین برینش,"Should I lower it like this, take it down?",uncertainty,neutral,mild
1900-01-01 00:29:42.795986,1900-01-01 00:29:44.795986,هیچ کدومون,None of us,resignation,sadness,mild
1900-01-01 00:29:44.795986,1900-01-01 00:29:46.795986,بزرگی کم از ما بریم به پرباز ما برسه,Let us be humble so that our greatness reaches its peak.,humility,neutral,mild
1900-01-01 00:29:46.795986,1900-01-01 00:29:48.795986,این بویگند دهنتم برای برل نیست ها؟,"Is this bad breath of yours not for Beryl, huh?",contempt,disgust,moderate
1900-01-01 00:29:48.795986,1900-01-01 00:29:50.795986,نه به جانم آدم,"No, I swear on my life, man.",denial,neutral,mild
1900-01-01 00:29:50.795986,1900-01-01 00:29:52.795986,من همیشه همینجوری منگا سگ مرده تو ميده,"I'm always like this, the smell of a dead dog in my stomach.",disgust,disgust,moderate
1900-01-01 00:29:52.795986,1900-01-01 00:29:54.795986,من تو یه نفر میذارم تو دستگو دل رودت خالی بود,I put you in someone's hands and your heart and gut were empty.,emptiness,sadness,moderate
1900-01-01 00:29:54.795986,1900-01-01 00:29:56.795986,باقیتو نباید نفرم بگیرم,I shouldn't take your share.,guilt,sadness,mild
1900-01-01 00:29:56.795986,1900-01-01 00:29:58.795986,خب این اصلا این کارا واسه چیه جانب سرده؟,"Well, what are these things even for, Janab Sarde?",confusion,surprise,moderate
1900-01-01 00:29:58.795986,1900-01-01 00:30:00.795986,آقای ایشانله که ما اشتباه کرده باشیم دیگه,"Sir, hopefully we have made a mistake this time",hope,happiness,mild
1900-01-01 00:30:00.795986,1900-01-01 00:30:02.795986,بفرماییم,Let's go ahead,readiness,neutral,neutral
1900-01-01 00:30:02.795986,1900-01-01 00:30:04.795986,اگه نرم چی؟,What if I don't go?,hesitation,fear,mild
1900-01-01 00:30:04.795986,1900-01-01 00:30:06.795986,ها؟,What?,confusion,surprise,mild
1900-01-01 00:30:06.795986,1900-01-01 00:30:08.795986,کمش آور بالا,Bring it up a little,request,neutral,neutral
1900-01-01 00:30:08.795986,1900-01-01 00:30:10.795986,برو,Go,dismissal,anger,mild
1900-01-01 00:30:10.795986,1900-01-01 00:30:12.795986,نرم,Soft,calm,neutral,neutral
1900-01-01 00:30:12.795986,1900-01-01 00:30:14.795986,بدون حرکت,Without movement,stillness,neutral,neutral
1900-01-01 00:30:14.795986,1900-01-01 00:30:16.795986,خوب؟,Good?,curiosity,neutral,mild
1900-01-01 00:30:16.795986,1900-01-01 00:30:18.794986,خوب,Good,contentment,happiness,mild
1900-01-01 00:30:24.794986,1900-01-01 00:30:26.794986,خوب,Good,contentment,happiness,mild
1900-01-01 00:30:40.794986,1900-01-01 00:30:42.794986,اینه همه جنس,Is this all the goods?,curiosity,neutral,neutral
1900-01-01 00:30:42.794986,1900-01-01 00:30:44.794986,ببین دیگه مردان تو ميده شد,"Look, your man is gone now",resignation,sadness,moderate
1900-01-01 00:30:44.794986,1900-01-01 00:30:46.794986,مردان آقای تو میده شد,The men became your gentlemen.,confusion,neutral,neutral
1900-01-01 00:30:46.794986,1900-01-01 00:30:48.794986,این چیه؟,What is this?,curiosity,neutral,mild
1900-01-01 00:30:48.794986,1900-01-01 00:30:50.794986,همه هیچ بلاتینو پشت,"Everyone is nothing, no one has your back",abandonment,sadness,moderate
1900-01-01 00:30:50.794986,1900-01-01 00:30:52.794986,بیا بیرون بیا,"Come out, come out",urgency,anger,moderate
1900-01-01 00:30:54.794986,1900-01-01 00:30:56.794986,بیا بیا,"Come back, come back",longing,sadness,mild
1900-01-01 00:30:56.794986,1900-01-01 00:30:58.794986,بیا,Come,invitation,neutral,neutral
1900-01-01 00:30:58.794986,1900-01-01 00:31:00.794986,این تو ببین,Look at this yourself,insistence,neutral,neutral
1900-01-01 00:31:04.794986,1900-01-01 00:31:06.794986,کدومشون؟,Which one of them?,curiosity,neutral,mild
1900-01-01 00:31:08.794986,1900-01-01 00:31:10.794986,اون,That one,neutrality,neutral,neutral
1900-01-01 00:31:10.794986,1900-01-01 00:31:12.794986,اون کدومه درست نشون بده,"Which one is it, show it correctly",confusion,surprise,moderate
1900-01-01 00:31:12.794986,1900-01-01 00:31:14.794986,اون دیگه,That's it,resignation,sadness,mild
1900-01-01 00:31:14.794986,1900-01-01 00:31:16.794986,برو قشنگ جلو نشون بده,Go ahead and show it nicely.,encouragement,happiness,mild
1900-01-01 00:31:18.794986,1900-01-01 00:31:20.794986,آهان با انگاش نشون بده,"Aha, show it with your finger.",instruction,neutral,neutral
1900-01-01 00:31:20.794986,1900-01-01 00:31:22.794986,اسمشم بگو من بشنم انمو لطفا,"Tell me his name so I can hear it too, please.",curiosity,neutral,mild
1900-01-01 00:31:22.794986,1900-01-01 00:31:24.794986,حسن دلیری,Hassan Daliri,neutrality,neutral,neutral
1900-01-01 00:31:24.794986,1900-01-01 00:31:26.794986,حسن دلیری,Hasan Daliri,neutrality,neutral,neutral
1900-01-01 00:31:26.794986,1900-01-01 00:31:28.794986,حسن دلیری همونه که تو ازش,Hassan Daliri is the one you [were talking about/know about/from whom you...],curiosity,neutral,mild
1900-01-01 00:31:28.794986,1900-01-01 00:31:30.794986,جنس میگیره,He/she is having sex,curiosity,neutral,neutral
1900-01-01 00:31:30.794986,1900-01-01 00:31:32.794986,جنس میگیری بیا برو بیرون,"If you get the stuff, come and go outside",impatience,anger,moderate
1900-01-01 00:31:36.794986,1900-01-01 00:31:38.794986,یعنی تو هم نمیدونی کجا میپرده,So you don't know where it's going either,uncertainty,fear,mild
1900-01-01 00:31:38.794986,1900-01-01 00:31:40.794986,خونش هم نمیدونی کجا میپرده,You don't even know where his house is flying to,confusion,surprise,moderate
1900-01-01 00:31:40.794986,1900-01-01 00:31:42.794986,جان بچه هم نمیدونم,"I don't even know, for the sake of the child",confusion,sadness,mild
1900-01-01 00:31:42.794986,1900-01-01 00:31:44.794986,چجوری ازش جنس میگرفتی؟,How did you get stuff from him?,curiosity,neutral,mild
1900-01-01 00:31:44.794986,1900-01-01 00:31:46.794986,تو صدا کرده یه جا ماشین مسافر خونه تربا,You called for a car at the Taraba guesthouse.,expectation,neutral,neutral
1900-01-01 00:31:46.794986,1900-01-01 00:31:48.794986,دقیقا همتون نمیگین هرچی جنسوشه که اماتون داریم مال اونه,"Exactly, all of you don't say that whatever belongs to him that we have is his.",accusation,anger,moderate
1900-01-01 00:31:48.794986,1900-01-01 00:31:50.794986,چرا؟,Why?,confusion,surprise,mild
1900-01-01 00:31:50.794986,1900-01-01 00:31:52.794986,یه چهار نفر داریم میگیم مال اونه,"We have four people, we say it's theirs.",confusion,neutral,mild
1900-01-01 00:31:52.794986,1900-01-01 00:31:54.794986,بگو چهار ست نفر چه فرقی میکنه,"Say, what difference does it make if it's four hundred people?",indifference,neutral,neutral
1900-01-01 00:31:54.794986,1900-01-01 00:31:56.794986,وقتی محلل مسیرو کیه؟,"When is the analyst of the path, who is it?",curiosity,neutral,mild
1900-01-01 00:31:56.794986,1900-01-01 00:31:58.794986,هر اون زاد از خوچه زده به اون را وقت طلف کنه,Every one of those kids who left the alley wastes time on him.,resentment,anger,moderate
1900-01-01 00:31:58.794986,1900-01-01 00:32:00.794986,ناسر خوکزاد بفهمه فرار کنه,"If Naser Khokzad finds out, he will run away.",apprehension,fear,moderate
1900-01-01 00:32:00.794986,1900-01-01 00:32:02.794986,حسنگاوی,Hesangavi,neutrality,neutral,neutral
1900-01-01 00:32:04.794986,1900-01-01 00:32:06.794986,هر جوری که رفتار کنی با هم باید همجوری رفتار میکنن,"However you behave, they will behave the same way with you.",expectation,neutral,neutral
1900-01-01 00:32:08.794986,1900-01-01 00:32:10.794986,به این ستا خیکی کناره هم چی میگن؟,What do they call these three fat ones next to each other?,curiosity,neutral,mild
1900-01-01 00:32:10.794986,1900-01-01 00:32:12.794986,چی؟ میگن باند,What? They say it's a gang,confusion,surprise,moderate
1900-01-01 00:32:12.794986,1900-01-01 00:32:14.794986,این باند که تشکیل داده؟,Who formed this gang?,suspicion,fear,mild
1900-01-01 00:32:14.794986,1900-01-01 00:32:16.794986,تو که تشکیل داده این باندو تشکیل دادی؟,Were you the one who formed this gang?,suspicion,fear,moderate
